time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-09-22T11:51:08.351Z,67.6176,-160.4719,0.1,2.9,ml,,,,0.77,ak,ak024c83t17t,2024-10-01T11:28:56.040Z,"71 km N of Kiana, Alaska",earthquake,,1.1,,,automatic,ak,ak
2024-09-22T11:29:29.368Z,-6.7904,153.725,45.385,4.3,mb,17,151,7,1.11,us,us7000ngkt,2024-10-01T11:26:23.040Z,"201 km WSW of Panguna, Papua New Guinea",earthquake,9.93,7.237,0.138,15,reviewed,us,us
2024-09-22T11:05:12.214Z,52.7908,-169.5373,14.902,3.6,ml,16,194,0.22,0.77,us,us6000ntql,2024-10-01T11:10:43.594Z,"48 km WSW of Nikolski, Alaska",earthquake,4.25,5.682,0.091,16,reviewed,us,us
2024-09-22T10:57:36.722Z,-31.8874,-67.0955,119.95,4.5,mb,52,43,1.396,0.63,us,us6000ntnn,2024-10-01T11:03:29.040Z,"105 km NW of Villa General Roca, Argentina",earthquake,8.03,7.504,0.115,22,reviewed,us,us
2024-09-22T10:42:42.670Z,17.8695,-66.876,13.41,2.79,md,7,215,0.1885,0.08,pr,pr71460763,2024-09-23T01:04:21.770Z,"11 km SSE of Guánica, Puerto Rico",earthquake,0.86,0.81,0.105956415712182,5,reviewed,pr,pr
2024-09-22T10:28:01.340Z,17.911,-66.8573333333333,2.03,2.68,md,11,195,0.1872,0.17,pr,pr71460753,2024-09-22T11:15:50.450Z,"8 km SSE of Maria Antonia, Puerto Rico",earthquake,0.6,0.77,0.266289676448416,9,reviewed,pr,pr
2024-09-22T09:59:07.240Z,17.9011666666667,-66.8658333333333,8.6,2.7,md,8,200,0.1829,0.05,pr,pr71460743,2024-09-22T10:40:16.990Z,"8 km SSE of Maria Antonia, Puerto Rico",earthquake,0.42,0.81,0.133174465409996,6,reviewed,pr,pr
2024-09-22T09:55:27.990Z,17.9593333333333,-66.8456666666667,11.57,2.69,md,7,171,0.1893,0.09,pr,pr71460733,2024-09-22T10:20:23.250Z,"4 km SW of Indios, Puerto Rico",earthquake,0.48,0.85,0.0279916479758868,6,reviewed,pr,pr
2024-09-22T09:51:50.190Z,17.8798333333333,-66.8738333333333,13.59,2.94,md,12,211,0.143,0.15,pr,pr71460718,2024-09-22T10:13:26.440Z,"10 km SSE of Guánica, Puerto Rico",earthquake,0.62,0.4,0.143558515177488,6,reviewed,pr,pr
2024-09-22T09:50:25.984Z,40.2978,24.2426,10,4.8,mb,103,31,2.341,0.8,us,us6000ntn7,2024-10-01T10:53:50.058Z,"4 km N of Karyes, Greece",earthquake,5.32,1.769,0.062,80,reviewed,us,us
2024-09-22T09:44:13.360Z,17.8976,-66.8626,9,3.83,md,21,202,0.1953,0.1,pr,pr2024266000,2024-10-07T20:10:13.672Z,"9 km SSE of Maria Antonia, Puerto Rico",earthquake,0.47,0.58,0.15,19,reviewed,pr,pr
2024-09-22T09:16:22.727Z,49.0891,-128.2648,10,2.9,ml,37,195,1.555,1.08,us,us6000ntn0,2024-10-01T10:11:02.040Z,"172 km W of Tofino, Canada",earthquake,3.27,2.005,0.048,56,reviewed,us,us
2024-09-22T09:14:14.443Z,-18.0018,-177.9202,489.421,4.2,mb,29,113,3.678,0.59,us,us7000ngks,2024-10-01T10:01:13.040Z,"292 km E of Levuka, Fiji",earthquake,15.47,9.775,0.112,22,reviewed,us,us
2024-09-22T08:48:13.699Z,31.656,-104.397,5.7922,3.4,ml,26,71,0,0.1,tx,tx2024sqvt,2024-10-07T20:17:19.844Z,"57 km S of Whites City, New Mexico",earthquake,0.7763854570968542,0.6861707406805118,0.2,38,reviewed,tx,tx
2024-09-22T08:47:25.717Z,40.3593,24.248,11.548,4.3,mb,35,78,2.346,0.87,us,us6000ntmy,2024-09-22T10:23:53.705Z,"11 km N of Karyes, Greece",earthquake,6.92,5.206,0.116,21,reviewed,us,us
2024-09-22T08:43:08.789Z,-41.2829,-87.9373,10,5.3,mww,64,96,10.508,1.31,us,us6000ntmw,2024-09-22T09:30:01.040Z,"West Chile Rise",earthquake,10.86,1.873,0.062,25,reviewed,us,us
2024-09-22T08:22:45.914Z,5.7247,126.9841,133.14,4.4,mb,34,115,1.933,0.58,us,us6000ntmt,2024-09-22T08:44:38.040Z,"113 km SE of Pondaguitan, Philippines",earthquake,8.1,6.984,0.105,26,reviewed,us,us
2024-09-22T07:44:34.532Z,-10.3193,161.8207,61.266,4.1,mb,23,144,2.043,0.51,us,us7000ngkl,2024-09-28T05:58:05.040Z,"18 km NW of Kirakira, Solomon Islands",earthquake,8.12,8.059,0.117,20,reviewed,us,us
2024-09-22T07:31:31.184Z,13.9305,120.7585,219.461,4.1,mb,47,111,8.302,0.95,us,us7000ngkm,2024-09-28T06:17:00.040Z,"2 km ESE of Balayan, Philippines",earthquake,12,8.53,0.097,29,reviewed,us,us
2024-09-22T07:21:35.374Z,6.7676,-73.1358,154.383,4.3,mb,40,97,0.871,0.78,us,us6000ntmm,2024-09-22T08:09:56.040Z,"5 km NW of Jordán, Colombia",earthquake,10.15,9.232,0.09,36,reviewed,us,us
2024-09-22T06:48:10.060Z,17.901,-66.8806666666667,11.7,3.37,md,25,202,0.1231,0.16,pr,pr71460693,2024-09-22T08:06:57.930Z,"8 km SSE of Guánica, Puerto Rico",earthquake,0.38,0.51,0.07124529442439,13,reviewed,pr,pr
2024-09-22T06:27:09.745Z,-6.624,129.7646,171.952,4,mb,18,85,4.435,0.52,us,us7000ngkj,2024-09-28T05:23:34.040Z,"Banda Sea",earthquake,10.98,10.61,0.144,13,reviewed,us,us
2024-09-22T06:16:40.420Z,-9.7413,117.4617,36.431,4.2,mb,14,110,3.504,0.85,us,us6000ntmd,2024-09-22T07:24:22.040Z,"128 km SSE of Taliwang, Indonesia",earthquake,7.59,16.397,0.159,11,reviewed,us,us
2024-09-22T05:40:16.710Z,18.5023333333333,-66.8183333333333,14.08,2.96,md,18,205,0.198,0.22,pr,pr71460688,2024-09-22T06:27:31.260Z,"1 km NNE of Hatillo, Puerto Rico",earthquake,0.63,1.31,0.0904151482722715,7,reviewed,pr,pr
2024-09-22T05:25:02.745Z,25.2395,142.7018,10,4.2,mb,16,158,1.906,0.57,us,us7000ngkh,2024-09-28T04:20:47.040Z,"Volcano Islands, Japan region",earthquake,9.98,1.83,0.152,12,reviewed,us,us
2024-09-22T03:37:04.802Z,-27.3124,-72.0447,10,4.4,mb,31,159,1.237,0.88,us,us6000ntlu,2024-09-22T04:19:33.040Z,"169 km W of Copiapó, Chile",earthquake,4.51,1.944,0.154,13,reviewed,us,us
2024-09-22T03:16:43.780Z,17.6575,-67.9023333333333,40.5,3.39,md,10,253,0.831,0.18,pr,pr71460683,2024-09-22T03:58:18.770Z,"83 km WSW of Pole Ojea, Puerto Rico",earthquake,1.31,4.32,0.0552551008043949,4,reviewed,pr,pr
2024-09-22T03:15:12.594Z,-15.2169,-173.0266,35.269,4.2,mb,14,68,1.773,0.35,us,us7000ngke,2024-09-27T00:48:33.040Z,"116 km NE of Hihifo, Tonga",earthquake,8.24,5.967,0.236,5,reviewed,us,us
2024-09-22T03:11:51.946Z,-7.6022,109.6947,133.324,4.3,mb,23,62,0.922,0.78,us,us7000ngkc,2024-09-27T00:34:13.040Z,"19 km E of Gombong, Indonesia",earthquake,8.06,7.55,0.129,19,reviewed,us,us
2024-09-22T03:06:22.162Z,14.5187,-60.7259,92.665,4.4,mb,30,145,0.472,0.72,us,us6000ntlr,2024-09-22T16:47:42.668Z,"12 km ESE of Le Vauclin, Martinique",earthquake,7.42,6.341,0.143,14,reviewed,us,us
2024-09-22T02:56:35.402Z,44.3177,-115.1518,10,2.6,ml,18,58,0.305,0.6,us,us6000ntll,2024-09-22T13:24:12.090Z,"20 km WNW of Stanley, Idaho",earthquake,1.54,2.009,0.062,34,reviewed,us,us
2024-09-22T02:54:04.708Z,-7.9746,158.2869,69.232,4.3,mb,37,108,2.193,0.64,us,us6000ntln,2024-09-22T03:34:24.040Z,"145 km W of Buala, Solomon Islands",earthquake,9.21,5.315,0.111,27,reviewed,us,us
2024-09-22T02:49:55.398Z,-5.6883,148.0595,151.532,4.1,mb,15,190,3.798,0.42,us,us7000ngkb,2024-09-27T00:26:07.040Z,"99 km NNE of Finschhafen, Papua New Guinea",earthquake,8.13,11.898,0.184,9,reviewed,us,us
2024-09-22T02:46:22.990Z,17.8925,-66.865,11.03,3.13,md,11,204,0.1448,0.13,pr,pr71460663,2024-09-22T03:29:33.390Z,"9 km SSE of Maria Antonia, Puerto Rico",earthquake,0.58,0.53,0.0991288982960501,8,reviewed,pr,pr
2024-09-22T02:25:47.465Z,13.1845,-89.3949,75.266,5.1,mww,93,110,0.47,1.24,us,us6000ntl2,2024-09-23T17:09:56.040Z,"34 km SSW of La Libertad, El Salvador",earthquake,6.62,5.395,0.058,29,reviewed,us,us
2024-09-22T02:20:23.334Z,-19.9127,-177.6899,550.979,4.2,mb,37,74,2.945,0.65,us,us6000ntl3,2024-09-22T03:18:47.040Z,"285 km WNW of Houma, Tonga",earthquake,15.09,7.115,0.082,46,reviewed,us,us
2024-09-22T01:53:59.724Z,-24.1395,-67.134,186.193,4.4,mb,24,71,2.456,0.4,us,us6000ntkx,2024-09-22T03:09:59.040Z,"83 km W of San Antonio de los Cobres, Argentina",earthquake,8.63,18.251,0.203,7,reviewed,us,us
2024-09-22T01:35:21.829Z,-17.8484,-178.2865,627.5,4.1,mb,25,93,3.489,0.52,us,us7000ngka,2024-09-27T00:19:44.040Z,"255 km E of Levuka, Fiji",earthquake,15.2,7.254,0.14,19,reviewed,us,us
2024-09-22T01:33:01.094Z,-18.397,-174.2321,126.54,4,mb,13,92,2.906,1.04,us,us7000ngkk,2024-09-26T23:12:07.040Z,"38 km NW of Neiafu, Tonga",earthquake,4.05,10.154,0.259,4,reviewed,us,us
2024-09-22T01:32:23.765Z,-31.9565,-66.9509,147.972,4.1,mb,31,63,1.532,0.95,us,us6000ntkt,2024-09-22T02:27:38.040Z,"91 km NNW of Villa General Roca, Argentina",earthquake,7.15,9.897,0.166,10,reviewed,us,us
2024-09-21T23:58:45.741Z,37.6193,57.356,10,4.6,mb,45,103,0.678,0.78,us,us6000ntkf,2024-09-22T13:16:29.546Z,"16 km N of Bojnūrd, Iran",earthquake,6.35,1.901,0.085,41,reviewed,us,us
2024-09-21T23:51:49.090Z,37.615,57.2985,10,4.3,mb,29,181,0.721,0.78,us,us6000ntkd,2024-09-22T00:10:50.040Z,"15 km N of Bojnūrd, Iran",earthquake,5.68,1.91,0.126,18,reviewed,us,us
2024-09-21T23:01:54.790Z,18.2951,-68.3591,87,3.95,md,14,193,0.2199,0.46,pr,pr2024265001,2024-09-21T23:43:18.307Z,"27 km ESE of Boca de Yuma, Dominican Republic",earthquake,5.58,2.38,0.03,10,reviewed,pr,pr
2024-09-21T22:38:44.050Z,18.7925,-66.3863333333333,38.22,2.87,md,10,246,0.4717,0.24,pr,pr71460633,2024-09-21T23:50:57.110Z,"36 km N of Brenas, Puerto Rico",earthquake,3.18,10.42,0.00802232300234818,4,reviewed,pr,pr
2024-09-21T21:24:27.190Z,-31.9213,-66.794,130.391,6,mww,130,41,1.654,0.99,us,us6000ntjh,2024-10-07T20:24:13.482Z,"88 km NNW of Villa General Roca, Argentina",earthquake,8.14,5.144,0.03,104,reviewed,us,us
2024-09-21T21:15:21.500Z,34.0536667,-118.796,10.39,3.07,ml,108,85,0.01865,0.28,ci,ci40741367,2024-09-24T13:03:56.402Z,"6 km NNE of Malibu, CA",earthquake,0.21,0.33,0.18,229,reviewed,ci,ci
2024-09-21T21:13:21.870Z,41.7445,143.4272,89.448,4.3,mb,29,153,0.337,1.06,us,us6000ntjg,2024-09-21T21:57:54.040Z,"60 km SE of Honchō, Japan",earthquake,10.07,5.628,0.137,15,reviewed,us,us
2024-09-21T20:23:01.485Z,-6.154,129.7654,236.229,4.1,mb,14,107,1.626,0.74,us,us7000ng6s,2024-09-26T04:41:08.040Z,"Banda Sea",earthquake,10.42,8.934,0.214,7,reviewed,us,us
2024-09-21T20:07:23.603Z,-21.9431,171.1268,115.536,4.2,mb,15,109,3.473,1.36,us,us7000ng6q,2024-09-26T04:18:03.040Z,"southeast of the Loyalty Islands",earthquake,12.43,9.984,0.187,9,reviewed,us,us
2024-09-21T19:54:45.397Z,18.1125,-101.0743,71.333,4.7,mb,87,183,1.533,0.86,us,us6000ntiy,2024-09-21T22:34:14.809Z,"22 km SW of Placeres del Oro, Mexico",earthquake,4.76,8.368,0.029,350,reviewed,us,us
2024-09-21T19:52:31.081Z,-18.1138,-178.1427,509.656,4.2,mb,26,74,3.64,0.66,us,us7000ng6n,2024-09-26T03:48:22.040Z,"268 km E of Levuka, Fiji",earthquake,16.83,15.414,0.124,19,reviewed,us,us
2024-09-21T19:49:16.640Z,18.9441666666667,-155.468,35.14,2.65,ml,48,236,0.1611,0.11,hv,hv74472237,2024-09-23T20:29:58.260Z,"18 km SE of Naalehu, Hawaii",earthquake,0.48,0.87,0.230340230084864,32,reviewed,hv,hv
2024-09-21T18:56:38.542Z,31.618,-104.519,8.1763,2.8,ml,18,71,0.1,0.3,tx,tx2024spuj,2024-09-23T09:12:17.818Z,"63 km SSW of Whites City, New Mexico",earthquake,2.2723817360935605,1.1479880539729364,0.1,43,reviewed,tx,tx
2024-09-21T18:42:21.451Z,10.5277,91.6457,10,4.3,mb,34,107,8.215,0.58,us,us6000ntin,2024-09-21T21:44:31.040Z,"174 km SW of Port Blair, India",earthquake,8.94,1.896,0.143,18,reviewed,us,us
2024-09-21T17:44:08.570Z,-44.3157,-78.7355,10,4.4,mb,28,198,3.815,0.49,us,us6000ntid,2024-09-21T19:07:53.040Z,"Off the coast of Aisen, Chile",earthquake,8.5,1.98,0.241,5,reviewed,us,us
2024-09-21T17:21:18.704Z,51.2127,-178.4821,40.082,5.4,mww,328,34,0.4,0.97,us,us6000ntia,2024-10-07T19:50:08.972Z,"147 km WSW of Adak, Alaska",earthquake,3.73,3.963,0.043,53,reviewed,us,us
2024-09-21T16:47:00.220Z,-1.6513,-80.1234,49.602,3.4,ml,11,250,0.776,0.48,us,us6000nti3,2024-09-21T17:00:43.040Z,"17 km SW of Colimes, Ecuador",earthquake,9.43,30.223,0.077,22,reviewed,us,us
2024-09-21T16:41:36.538Z,10.6082,91.6041,10,4.9,mb,120,49,7.52,0.76,us,us6000nti2,2024-09-24T14:19:20.040Z,"171 km SW of Port Blair, India",earthquake,8.64,1.836,0.055,109,reviewed,us,us
2024-09-21T15:57:50.402Z,31.1565,140.9208,40.337,4.4,mb,67,132,2.167,0.54,us,us6000nthw,2024-09-21T18:51:42.040Z,"Izu Islands, Japan region",earthquake,5.78,7.628,0.076,51,reviewed,us,us
2024-09-21T15:44:53.170Z,17.8813333333333,-66.8621666666667,8.95,2.64,md,14,208,0.1534,0.13,pr,pr71460593,2024-09-21T16:12:42.940Z,"11 km SSE of Guánica, Puerto Rico",earthquake,0.66,0.92,0.0838004239854155,10,reviewed,pr,pr
2024-09-21T15:30:59.254Z,31.4851,-115.4708,14.371,2.5,ml,15,242,1.221,0.64,us,us6000nthp,2024-09-22T19:16:46.486Z,"75 km SW of Ejido Doctor Alberto Oviedo Mota (El Indiviso), Mexico",earthquake,3.15,7.86,0.053,46,reviewed,us,us
2024-09-21T15:16:19.922Z,28.575,-98.42,7.251,2.9,ml,17,76,0.1,0.1,tx,tx2024spna,2024-09-21T18:15:24.040Z,"17 km NE of Tilden, Texas",earthquake,0.8547348266417464,1.353938903661084,0.2,28,reviewed,tx,tx
2024-09-21T14:46:44.570Z,41.902166666666666,-119.6295,-0.37,2.66,ml,13,213,0.335,0.43,uw,uw62048411,2024-09-30T16:39:17.570Z,"43 km E of Fort Bidwell, California",earthquake,1.55,3.4,0.11776543817239693,5,reviewed,uw,uw
2024-09-21T14:42:44.531Z,36.1129,70.8054,112.973,4.5,mb,48,80,2.916,0.94,us,us6000nthh,2024-09-27T16:31:46.040Z,"77 km N of Pārūn, Afghanistan",earthquake,7.56,7.278,0.065,70,reviewed,us,us
2024-09-21T13:14:00.993Z,24.3065,141.4191,121.723,4.5,mb,37,110,2.862,0.77,us,us6000nth2,2024-09-27T19:17:12.040Z,"Volcano Islands, Japan region",earthquake,8.67,6.515,0.082,43,reviewed,us,us
2024-09-21T12:21:30.090Z,-19.6987,-177.7963,567.523,4.1,mb,26,84,3.141,0.57,us,us7000ng69,2024-09-27T13:30:08.040Z,"Fiji region",earthquake,14.97,12.52,0.106,24,reviewed,us,us
2024-09-21T11:13:55.059Z,-5.996,154.6297,203.554,4.3,mb,32,124,8.14,0.7,us,us6000ntgr,2024-09-21T11:38:30.040Z,"101 km WNW of Panguna, Papua New Guinea",earthquake,11.55,4.903,0.103,27,reviewed,us,us
2024-09-21T10:51:08.587Z,24.2283,121.6792,28.641,4.8,mwr,73,63,0.094,0.91,us,us6000ntgm,2024-09-22T00:47:10.030Z,"28 km NNE of Hualien City, Taiwan",earthquake,3.63,4.31,0.061,26,reviewed,us,us
2024-09-21T09:27:00.178Z,32.411,-102.062,8.0566,2.9,ml,38,48,0,0.1,tx,tx2024spbr,2024-09-21T13:14:56.950Z,"34 km WSW of Ackerly, Texas",earthquake,0.5282679430364843,0.5868859515898813,0.2,40,reviewed,tx,tx
2024-09-21T09:25:12.191Z,32.409,-102.055,5.8838,2.6,ml,14,67,0.1,0.1,tx,tx2024spbn,2024-09-23T10:26:09.457Z,"34 km WSW of Ackerly, Texas",earthquake,0.6564979341929369,1.4659359927934446,0.1,32,reviewed,tx,tx
2024-09-21T07:19:30.380Z,18.7913333333333,-67.0871666666667,64.59,3.07,md,12,293,0.3229,0.08,pr,pr71460588,2024-09-21T07:38:33.560Z,"32 km NNW of Isabela, Puerto Rico",earthquake,0.68,0.71,0.0350241312954869,9,reviewed,pr,pr
2024-09-21T07:00:01.260Z,42.25966666666667,-124.56633333333333,21.34,2.94,ml,18,244,0.1672,0.29,uw,uw62048346,2024-09-23T00:30:47.881Z,"14 km W of Pistol River, Oregon",earthquake,1.63,0.78,0.2552442914813047,17,reviewed,uw,uw
2024-09-21T04:50:46.090Z,40.5803333333333,-124.9715,13.72,2.98,md,94,245,0.4945,0.21,nc,nc75064716,2024-09-23T06:25:51.318Z,"60 km WNW of Ferndale, CA",earthquake,1.24,1.27,0.109,73,reviewed,nc,nc
2024-09-21T04:44:28.410Z,19.05,-67.282,70,3.68,md,15,296,0.607,0.39,pr,pr2024265000,2024-09-21T20:58:11.040Z,"64 km NNW of San Antonio, Puerto Rico",earthquake,4.29,8.26,0.1,12,reviewed,pr,pr
2024-09-21T03:06:24.821Z,51.5469,177.7449,74.029,4,mb,30,200,0.657,0.93,us,us7000ng5x,2024-09-26T03:19:09.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,7.5,7.373,0.156,12,reviewed,us,us
2024-09-21T03:00:12.641Z,37.9831,12.1978,15.409,3.8,mb,31,116,1.784,1.11,us,us6000ntf7,2024-09-21T14:51:15.419Z,"13 km WNW of Favignana, Italy",earthquake,7.4,4.476,0.255,4,reviewed,us,us
2024-09-21T02:32:17.280Z,-29.039,-176.5546,10,5.6,mww,60,51,1.215,1.36,us,us6000ntf1,2024-09-23T14:46:30.278Z,"Kermadec Islands region",earthquake,11.01,1.81,0.08,15,reviewed,us,us
2024-09-21T02:23:41.501Z,18.9674,-156.5798,10,2.9,ml,18,304,0.81,0.3,us,us6000ntew,2024-09-23T21:09:07.520Z,"86 km W of Hawaiian Ocean View, Hawaii",earthquake,5.78,2.021,0.054,45,reviewed,us,us
2024-09-21T02:20:28.474Z,46.1017,149.4085,178.081,4.2,mb,70,136,5.215,0.78,us,us7000ng5u,2024-09-26T02:33:57.040Z,"153 km NE of Kuril’sk, Russia",earthquake,11.58,6.439,0.074,51,reviewed,us,us
2024-09-21T02:04:18.293Z,-0.9272,-79.2382,115.067,3.1,ml,11,118,0.673,0.48,us,us6000ntet,2024-09-21T02:16:35.040Z,"2 km NW of La Maná, Ecuador",earthquake,6.42,8.866,0.081,20,reviewed,us,us
2024-09-20T23:26:16.860Z,-8.4187,115.3556,10,4.6,mb,23,58,1.192,1.26,us,us6000ntee,2024-09-22T13:46:56.060Z,"11 km NW of Banjar Wangsian, Indonesia",earthquake,7.8,1.899,0.125,19,reviewed,us,us
2024-09-20T23:11:44.286Z,-31.3097,-68.686,108.782,4.6,mb,75,45,0.235,0.71,us,us6000nteb,2024-09-20T23:32:56.040Z,"20 km NW of Albardón, Argentina",earthquake,6.47,4.524,0.078,49,reviewed,us,us
2024-09-20T21:16:37.232Z,28.2031,57.0941,48.169,4.5,mb,70,109,3.341,0.89,us,us6000ntdx,2024-09-20T21:55:00.040Z,"117 km E of Ḩājjīābād, Iran",earthquake,11.41,11.02,0.065,68,reviewed,us,us
2024-09-20T21:15:15.743Z,13.0408,-88.8947,64.28,4.4,mb,120,165,0.669,1.12,us,us6000ntdw,2024-09-21T04:18:57.158Z,"45 km SW of Jiquilisco, El Salvador",earthquake,6.35,4.254,0.054,97,reviewed,us,us
2024-09-20T21:05:35.547Z,-32.8844,-177.2179,10,4.5,mb,18,206,3.661,0.97,us,us6000ntdu,2024-09-20T21:47:18.040Z,"south of the Kermadec Islands",earthquake,12.5,1.999,0.156,12,reviewed,us,us
2024-09-20T18:21:55.392Z,-36.4539,-74.8985,14.606,4.3,mb,22,124,2.901,1.06,us,us6000ntch,2024-09-20T21:44:17.040Z,"162 km W of Talcahuano, Chile",earthquake,7.51,5.942,0.376,3,reviewed,us,us
2024-09-20T17:31:23.709Z,22.0571,144.3618,54.97,4.9,mb,119,83,5.393,0.63,us,us6000ntca,2024-09-20T18:32:15.040Z,"Volcano Islands, Japan region",earthquake,9.05,6.653,0.053,116,reviewed,us,us
2024-09-20T17:31:20.823Z,32.7487,58.2539,10,4,mb,22,92,5.17,1.06,us,us6000ntcl,2024-09-20T21:14:38.040Z,"91 km W of Bīrjand, Iran",earthquake,10.91,1.933,0.13,19,reviewed,us,us
2024-09-20T17:02:08.998Z,-57.9268,-25.6305,91.488,4.7,mb,53,69,7.083,0.6,us,us6000ntcq,2024-09-20T19:15:43.040Z,"South Sandwich Islands region",earthquake,7.01,5.5,0.097,32,reviewed,us,us
2024-09-20T16:58:55.483Z,31.705,-101.715,9.8145,3.1,ml,24,60,0.1,0.1,tx,tx2024snux,2024-09-27T19:18:52.040Z,"28 km SW of Garden City, Texas",earthquake,0.6255305743980971,0.77260098872261,0.2,42,reviewed,tx,tx
2024-09-20T16:44:46.468Z,-18.3588,-177.7407,628.362,4.6,mb,40,58,3.984,0.76,us,us6000ntbr,2024-09-27T19:23:28.040Z,"Fiji region",earthquake,11.75,7.989,0.08,47,reviewed,us,us
2024-09-20T15:39:58.824Z,-12.8881,67.0372,10,4.5,mb,15,134,7.616,0.65,us,us6000nu3f,2024-09-27T16:42:37.040Z,"Mid-Indian Ridge",earthquake,12.1,1.898,0.191,8,reviewed,us,us
2024-09-20T14:47:06.640Z,-6.8973,155.3986,70.743,4.7,mb,38,94,5.162,0.63,us,us6000ntae,2024-10-01T09:33:40.040Z,"64 km S of Panguna, Papua New Guinea",earthquake,11.18,7.468,0.061,81,reviewed,us,us
2024-09-20T14:37:16.939Z,-5.5666,147.3366,188.308,4.1,mb,25,110,3.5,0.84,us,us6000nu3e,2024-10-01T09:01:06.040Z,"123 km NNW of Finschhafen, Papua New Guinea",earthquake,10.41,6.906,0.127,17,reviewed,us,us
2024-09-20T14:18:55.780Z,18.0238333333333,-67.0668333333333,15.16,3.06,md,17,89,0.02157,0.2,pr,pr71460558,2024-09-20T14:39:57.670Z,"2 km SSE of Palmarejo, Puerto Rico",earthquake,0.58,0.51,0.0606970064983006,8,reviewed,pr,pr
2024-09-20T12:22:20.612Z,33.2658,132.2769,50.772,4.9,mb,83,56,1.415,0.86,us,us6000nt9k,2024-10-01T07:51:24.040Z,"25 km SW of Yawatahama, Japan",earthquake,5.98,6.706,0.037,241,reviewed,us,us
2024-09-20T11:57:44.674Z,-19.8695,-178.3392,598.318,4.4,mb,40,68,3.505,0.76,us,us6000nt9f,2024-10-01T07:41:54.040Z,"Fiji region",earthquake,13.17,5.347,0.094,35,reviewed,us,us
2024-09-20T10:51:55.008Z,-17.5802,-172.4362,10,5.2,mb,35,89,2.809,0.99,us,us6000nt99,2024-09-20T11:12:04.040Z,"202 km NE of Neiafu, Tonga",earthquake,7.59,1.895,0.097,35,reviewed,us,us
2024-09-20T09:55:26.237Z,-20.7605,-71.503,10,4.3,mb,23,203,1.265,1.02,us,us6000nt8w,2024-09-23T09:54:28.040Z,"152 km WSW of La Tirana, Chile",earthquake,5.85,1.959,0.148,13,reviewed,us,us
2024-09-20T09:32:45.503Z,42.5108,-127.3065,10,2.8,ml,24,274,2.423,1.14,us,usd0011v0x,2024-09-23T13:41:55.040Z,"231 km W of Port Orford, Oregon",earthquake,10.38,2.024,0.052,48,reviewed,us,us
2024-09-20T09:30:28.269Z,-23.505,170.9479,10,4.7,mb,31,113,3.345,0.95,us,usd0011v12,2024-09-20T10:28:14.040Z,"southeast of the Loyalty Islands",earthquake,11.31,1.915,0.112,24,reviewed,us,us
2024-09-20T08:03:59.264Z,-15.0647,-76.0813,10,4.1,mb,21,143,3.147,0.89,us,us6000nu36,2024-09-25T11:57:43.040Z,"102 km WSW of Changuillo, Peru",earthquake,11.23,1.899,0.145,13,reviewed,us,us
2024-09-20T07:31:24.920Z,19.22,-155.224333333333,32.01,3.11,ml,61,188,0.06091,0.13,hv,hv74470867,2024-09-20T09:33:32.297Z,"24 km S of Volcano, Hawaii",earthquake,0.4,0.34,0.272670165288468,47,reviewed,hv,hv
2024-09-20T07:17:51.619Z,32.418,-102.064,8.667,2.5,ml,39,50,0,0.1,tx,tx2024snbt,2024-09-21T07:04:36.040Z,"34 km WSW of Ackerly, Texas",earthquake,0.4048586697785185,0.4503447813655238,0.2,36,reviewed,tx,tx
2024-09-20T06:15:55.461Z,52.7833,160.3067,44.646,4.7,mb,64,137,1.032,0.61,us,us6000nt8e,2024-09-20T06:38:50.040Z,"117 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,10.33,6.534,0.047,138,reviewed,us,us
2024-09-20T06:00:15.190Z,18.8361666666667,-66.0448333333333,24.14,3.16,md,12,229,0.5966,0.23,pr,pr71460553,2024-09-20T06:26:52.570Z,"41 km N of San Juan, Puerto Rico",earthquake,1.07,13.77,0.0776403778201671,6,reviewed,pr,pr
2024-09-20T05:13:42.856Z,23.4315,142.4829,97.302,5.2,mww,68,79,3.658,0.94,us,us6000nt84,2024-09-20T05:31:32.040Z,"Volcano Islands, Japan region",earthquake,9.15,4.786,0.078,16,reviewed,us,us
2024-09-20T04:02:41.180Z,63.1656,-150.5384,119.1,3.9,ml,,,,0.52,ak,ak024c4o9vb2,2024-09-20T09:36:34.300Z,"72 km SE of Denali National Park, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2024-09-20T03:22:06.345Z,6.7359,-73.0129,161.791,4.1,mb,51,129,0.841,1.01,us,us6000nu30,2024-09-24T23:33:16.040Z,"4 km N of Aratoca, Colombia",earthquake,9.82,7.336,0.083,40,reviewed,us,us
2024-09-20T02:18:00.773Z,-14.3541,-74.4517,93.321,4.3,mb,20,134,3.31,0.95,us,us6000nu32,2024-09-24T23:02:06.040Z,"29 km ENE of Otoca, Peru",earthquake,4.79,8.452,0.161,11,reviewed,us,us
2024-09-20T02:10:17.344Z,-21.3095,-68.8202,103.555,4.5,mb,47,61,0.624,1.14,us,us6000nt79,2024-09-20T02:39:44.040Z,"59 km W of Ollagüe, Chile",earthquake,6.52,6.404,0.088,38,reviewed,us,us
